Census Tract,FIPS,Area (Land),Area (Water),Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder
232402,06037232402,543260,0,3095,14755.39,0.209753868,0.2097539,0.2097539,0,3095,766,1052,44,0,0,1143,90,3095,1289,188,1052,0,0,0,22,27,1806,963,541,422,541,16,525,422,70,272,8,0,0,70,2,15,135
232500,06037232500,767691,0,4736,15978.02,0.296407165,0.2964072,0.2964072,0,4736,516,1654,70,70,0,2060,366,4736,2008,100,1654,0,70,0,0,184,2728,1506,621,885,621,0,621,885,54,422,0,0,0,286,123,37,332
232601,06037232601,263865,0,1772,17393.21,0.10187885,0.1018789,0.1018789,0,1772,142,358,30,54,0,874,314,1772,442,0,358,30,54,0,0,0,1330,522,264,258,264,0,264,258,39,87,0,7,0,77,48,0,164
232602,06037232602,531420,0,5552,27058.85,0.205182418,0.2051824,0.2051824,0,5552,824,1324,174,0,0,2904,326,5552,1351,27,1324,0,0,0,0,0,4201,1346,570,776,570,0,570,776,90,226,45,0,0,344,71,0,550
232701,06037232701,277476,0,2502,23353.91,0.107134087,0.1071341,0.1071341,0,2502,586,351,35,10,0,1376,144,2502,446,32,343,0,10,0,0,61,2056,538,259,279,259,0,259,279,42,63,10,10,0,132,22,10,174
232702,06037232702,453727,0,4676,26691.79,0.175184982,0.175185,0.175185,0,4676,913,339,396,3,0,2459,566,4676,555,131,339,0,3,0,0,82,4121,1007,350,657,350,0,350,657,83,156,37,0,0,252,129,0,474
232800,06037232800,426644,0,4426,26868.51,0.164728176,0.1647282,0.1647282,0,4426,1358,477,275,0,0,1172,1144,4426,613,26,477,42,0,0,5,63,3813,936,324,612,324,0,324,612,203,126,20,0,0,131,132,12,454
234001,06037234001,677242,0,2379,9098.05,0.261484609,0.2614846,0.2614846,0,2379,317,1752,6,16,0,149,139,2379,2068,205,1752,0,16,0,37,58,311,977,663,314,663,69,594,314,39,230,0,0,0,45,0,12,44
234002,06037234002,564640,0,3030,13898.53,0.218008732,0.2180087,0.2180087,0,3030,720,1180,54,34,0,964,78,3030,1334,126,1113,0,34,0,19,42,1696,1073,446,627,446,46,400,627,92,260,17,10,0,194,54,10,315
234200,06037234200,882906,0,2569,7536.113,0.340891927,0.3408919,0.3408919,0,2569,296,1368,36,216,0,216,437,2569,1881,189,1368,0,216,0,40,68,688,1132,742,390,742,103,639,390,8,261,0,81,0,40,0,8,0
234301,06037234301,503984,0,1684,8654.123,0.194589319,0.1945893,0.1945893,0,1684,236,1324,15,0,5,44,60,1684,1585,181,1324,15,0,5,0,60,99,999,253,746,253,50,203,746,78,621,0,0,0,0,47,78,0
234302,06037234302,366305,0,2441,17259.28,0.141431157,0.1414312,0.1414312,0,2441,0,2212,0,0,0,167,62,2441,2274,0,2212,0,0,0,0,62,167,1402,157,1245,157,0,157,1245,0,1179,0,0,0,34,32,0,34
234501,06037234501,751800,0,2901,9994.088,0.290271615,0.2902716,0.2902716,0,2901,438,1734,82,72,0,324,251,2901,1980,131,1665,0,72,0,18,94,921,878,572,306,572,39,533,306,14,272,11,0,0,0,9,0,25
234502,06037234502,544855,0,2772,13176.8,0.210369701,0.2103697,0.2103697,0,2772,293,1852,0,64,0,507,56,2772,2028,159,1792,0,64,0,0,13,744,1125,379,746,379,47,332,746,28,571,0,40,0,79,28,5,175
234600,06037234600,1303261,598,4885,9708.025,0.503191907,0.5034228,0.5031919,0.000230889,4885,534,2822,0,36,0,905,588,4885,3353,191,2777,0,36,0,133,216,1532,1621,1073,548,1073,68,1005,548,50,425,0,8,0,27,38,25,53
234700,06037234700,742058,0,3700,12914.03,0.286510208,0.2865102,0.2865102,0,3700,461,1942,0,50,0,348,899,3700,2447,98,1886,0,50,0,120,293,1253,1241,654,587,654,23,631,587,0,431,0,0,0,61,95,0,156
234800,06037234800,654190,0,3424,13555.88,0.252584182,0.2525842,0.2525842,0,3424,617,1489,24,88,52,756,398,3424,1816,152,1477,0,88,52,9,38,1608,1139,608,531,608,35,573,531,35,390,0,13,0,66,27,25,94
234901,06037234901,325412,0,2954,23511.19,0.125642281,0.1256423,0.1256423,0,2954,443,1657,8,75,45,577,149,2954,1847,54,1657,0,75,45,0,16,1107,1250,44,1206,44,0,44,1206,82,826,0,12,45,210,31,21,302
234902,06037234902,447718,0,4558,26367.41,0.172864894,0.1728649,0.1728649,0,4558,853,1949,13,44,4,1021,674,4558,2603,373,1949,13,43,4,27,194,1955,2016,274,1742,274,54,220,1742,256,1003,0,0,0,320,163,117,586
235100,06037235100,1181474,0,4074,8930.888,0.456169681,0.4561697,0.4561697,0,4074,675,2628,23,244,0,303,201,4074,3518,523,2628,0,244,0,0,123,556,1749,1359,390,1359,271,1088,390,24,304,0,0,0,38,24,0,62
235201,06037235201,652606,0,2847,11298.85,0.251972596,0.2519726,0.2519726,0,2847,323,1643,0,5,0,246,630,2847,1994,129,1642,0,5,0,27,191,853,969,728,241,728,32,696,241,16,159,0,0,0,19,47,0,51
235202,06037235202,851554,0,3888,11825.29,0.328786852,0.3287868,0.3287868,0,3888,375,2547,22,0,0,363,581,3888,2884,116,2494,0,0,0,0,274,1004,1688,553,1135,553,28,525,1135,67,851,0,0,0,87,130,18,261
236001,06037236001,2134409,68544,4207,5104.963,0.824099957,0.850565,0.8241,0.02646499,4207,1516,2212,0,131,0,162,186,4207,3775,1263,2195,0,131,0,0,186,432,1961,1528,433,1528,399,1129,433,255,84,0,0,0,49,45,255,49
236101,06037236101,632625,0,2421,9911.655,0.244257888,0.2442579,0.2442579,0,2421,82,1426,0,459,0,249,205,2421,2028,62,1426,0,444,0,0,96,393,1274,442,832,442,0,442,832,28,462,0,233,0,47,62,8,115
236102,06037236102,498051,0,3573,18580.48,0.192298574,0.1922986,0.1922986,0,3573,322,2275,0,238,0,631,107,3573,2566,121,2144,0,238,0,0,63,1007,1849,445,1404,445,62,383,1404,76,1137,0,39,0,102,50,9,196
236203,06037236203,339340,0,3727,28446.06,0.131019912,0.1310199,0.1310199,0,3727,341,1741,0,52,0,553,1040,3727,2016,120,1741,0,52,0,0,103,1711,1484,35,1449,35,0,35,1449,159,861,0,27,0,143,259,75,422
236204,06037236204,229870,0,2968,33441.01,0.088753307,0.08875331,0.08875331,0,2968,131,1544,75,0,31,914,273,2968,1585,81,1416,0,0,10,13,65,1383,1199,0,1199,0,0,0,1199,105,783,30,0,10,181,90,55,326
236205,06037236205,166993,0,3421,53058.21,0.064476361,0.06447636,0.06447636,0,3421,303,1894,69,15,0,623,517,3421,2120,192,1894,19,15,0,0,0,1301,1260,22,1238,22,0,22,1238,67,702,28,0,0,303,138,49,468
236206,06037236206,274945,0,2983,28099.93,0.106156863,0.1061569,0.1061569,0,2983,325,1076,24,79,0,1059,420,2983,1209,16,1026,0,79,0,0,88,1774,1280,0,1280,0,0,0,1280,150,620,24,31,0,292,163,16,577
236400,06037236400,1340500,0,4551,8793.014,0.517569966,0.51757,0.51757,0,4551,416,3411,58,122,0,285,259,4551,4015,414,3250,21,122,0,0,208,536,2072,1092,980,1092,138,954,980,52,782,21,42,0,64,19,52,64
237101,06037237101,628939,0,3827,15759.69,0.242834716,0.2428347,0.2428347,0,3827,550,938,0,51,0,1981,307,3827,1069,7,938,0,51,0,0,73,2758,959,311,648,311,0,311,648,115,264,0,0,0,182,87,0,350
237102,06037237102,459964,0,4038,22737.37,0.177593101,0.1775931,0.1775931,0,4038,1088,944,71,23,0,1392,520,4038,947,30,894,0,23,0,0,0,3091,994,262,732,262,3,259,732,146,278,14,11,0,184,99,7,448
237201,06037237201,453406,0,4138,23637.47,0.175061043,0.175061,0.175061,0,4138,891,813,47,12,0,1927,448,4138,915,64,806,0,0,0,0,45,3223,1003,391,612,391,14,377,612,52,182,16,0,0,255,107,0,437
237202,06037237202,1108042,472,4653,10876.13,0.427817426,0.4279997,0.4278174,0.00018224,4653,704,1127,93,73,25,2141,490,4653,1384,191,1106,0,56,25,0,6,3269,1250,521,729,521,64,457,729,52,356,14,17,0,200,90,10,363
237300,06037237300,997691,0,6051,15708.29,0.385210665,0.3852107,0.3852107,0,6051,592,2386,20,50,0,2376,627,6051,2658,96,2296,20,50,0,4,192,3393,1826,1106,720,1106,68,1038,720,62,437,9,0,0,171,41,16,217
237401,06037237401,516111,0,4331,21734.16,0.19927158,0.1992716,0.1992716,0,4331,480,870,0,5,0,2544,432,4331,949,61,870,0,0,0,18,0,3382,1061,646,415,646,11,635,415,35,132,0,0,0,209,39,0,283
237402,06037237402,521230,0,3896,19359.2,0.201248037,0.201248,0.201248,0,3896,362,1165,0,192,0,1124,1053,3896,1373,93,1165,0,6,0,31,78,2523,1042,639,403,639,10,629,403,8,244,0,0,0,102,49,8,137
237500,06037237500,337329,0,2822,21667.12,0.130243461,0.1302435,0.1302435,0,2822,534,541,0,21,0,1047,679,2822,635,31,528,0,21,0,0,55,2187,760,93,667,93,0,93,667,58,197,0,3,0,266,143,8,447
237600,06037237600,503739,0,4014,20638.09,0.194494724,0.1944947,0.1944947,0,4014,674,923,49,0,0,1574,794,4014,971,19,902,10,0,0,40,0,3043,1171,313,858,313,0,313,858,114,373,10,0,0,253,108,0,496
237710,06037237710,432281,0,4445,26631.97,0.166904634,0.1669046,0.1669046,0,4445,246,1477,7,215,0,2373,127,4445,1772,73,1477,7,215,0,0,0,2673,1075,173,902,173,0,173,902,44,329,0,40,0,465,24,20,513
237720,06037237720,325225,0,3784,30134.57,0.12557008,0.1255701,0.1255701,0,3784,199,621,12,2,0,2173,777,3784,776,71,598,12,2,0,3,90,3008,924,156,768,156,0,156,768,35,232,12,0,0,303,186,4,484
237800,06037237800,972785,0,3880,10330.29,0.375594404,0.3755944,0.3755944,0,3880,416,1728,74,0,0,1323,339,3880,1792,19,1722,46,0,0,0,5,2088,1173,677,496,677,8,669,496,22,270,7,0,0,197,0,0,226
237900,06037237900,979778,0,4131,10920.07,0.378294417,0.3782944,0.3782944,0,4131,528,2323,241,18,0,405,616,4131,2812,162,2308,0,18,0,0,324,1319,1364,937,427,937,22,915,427,32,224,42,0,0,78,51,20,133
238000,06037238000,1663572,0,5592,8706.093,0.642308767,0.6423088,0.6423088,0,5592,509,3434,1,22,0,906,720,5592,3996,171,3314,0,22,0,0,489,1596,2215,1264,951,1264,17,1247,951,91,752,0,0,0,42,66,91,65
238100,06037238100,983749,0,5165,13598.27,0.379827629,0.3798276,0.3798276,0,5165,819,3473,0,28,0,598,247,5165,3619,170,3233,0,28,0,49,139,1546,2127,713,1414,713,50,663,1414,68,1167,0,0,0,122,57,52,359
238200,06037238200,1026631,0,6181,15593.45,0.396384462,0.3963844,0.3963844,0,6181,214,4359,0,36,0,1410,162,6181,4522,98,4359,0,1,0,0,64,1659,2189,701,1488,701,0,701,1488,100,1151,0,0,0,237,0,48,289
238310,06037238310,397068,0,5400,35223.02,0.153308818,0.1533088,0.1533088,0,5400,596,1127,0,57,0,2867,753,5400,1199,57,1127,0,15,0,0,0,4201,1370,85,1285,85,0,85,1285,155,438,0,0,0,548,144,0,847
238320,06037238320,468279,0,3560,19689.88,0.18080354,0.1808035,0.1808035,0,3560,373,1197,124,0,65,1373,428,3560,1277,54,1197,0,0,26,0,0,2283,1125,90,1035,90,0,90,1035,57,503,23,0,29,330,93,0,515
238400,06037238400,1301542,0,5107,10162.61,0.502528197,0.5025282,0.5025282,0,5107,777,2816,22,0,18,983,491,5107,3360,78,2735,0,0,18,129,400,1747,1766,1131,635,1131,5,1126,635,120,400,0,0,13,93,9,52,190
239201,06037239201,449869,0,3563,20512.92,0.173695399,0.1736954,0.1736954,0,3563,488,317,30,3,0,2143,582,3563,319,15,285,0,3,0,16,0,3244,839,174,665,174,0,174,665,103,123,2,0,0,342,95,0,534
239202,06037239202,1275622,0,5645,11461.45,0.492520429,0.4925204,0.4925204,0,5645,1084,416,92,8,0,3325,720,5645,495,30,416,34,8,0,0,7,5150,1213,177,1036,177,16,161,1036,135,136,43,0,0,625,97,6,894
239310,06037239310,534855,0,4026,19495.55,0.206508679,0.2065087,0.2065087,0,4026,907,425,126,8,0,1706,854,4026,437,1,425,0,8,0,0,3,3589,924,158,766,158,0,158,766,152,125,19,8,0,337,125,0,633
239320,06037239320,347073,0,3078,22969.18,0.13400564,0.1340056,0.1340056,0,3078,666,277,14,47,0,1315,759,3078,415,0,277,0,0,0,138,0,2663,789,295,494,295,0,295,494,91,106,0,0,0,214,83,0,371
239330,06037239330,979523,0,2972,7858.36,0.378195961,0.378196,0.378196,0,2972,630,247,33,0,0,1781,281,2972,271,15,247,0,0,0,0,9,2701,738,216,522,216,0,216,522,94,109,0,0,0,275,44,15,389
239501,06037239501,474215,0,3668,20033.27,0.183095443,0.1830954,0.1830954,0,3668,768,1053,327,77,0,1023,420,3668,1158,31,1002,0,65,0,0,60,2510,985,333,652,333,0,333,652,128,235,19,27,0,168,75,0,380
239502,06037239502,510915,0,3624,18371.19,0.197265393,0.1972654,0.1972654,0,3624,839,693,94,7,0,1384,607,3624,696,20,645,0,7,0,24,0,2928,836,340,496,340,0,340,496,147,79,12,0,0,171,87,6,411
239601,06037239601,422289,0,3675,22539.55,0.163046701,0.1630467,0.1630467,0,3675,538,731,37,2,0,1911,456,3675,779,23,726,0,2,0,0,28,2896,917,274,643,274,0,274,643,74,120,0,0,0,323,126,0,500
239602,06037239602,358086,0,3967,28692.78,0.138257783,0.1382578,0.1382578,0,3967,423,464,0,49,0,2542,489,3967,572,28,464,0,49,0,0,31,3395,897,254,643,254,0,254,643,48,119,0,0,0,382,94,0,524
239701,06037239701,409688,0,4509,28505.24,0.158181428,0.1581814,0.1581814,0,4509,629,863,0,0,0,2734,283,4509,866,3,863,0,0,0,0,0,3643,1093,352,741,352,0,352,741,100,223,0,0,0,418,0,0,518
239702,06037239702,486273,0,4567,24324.76,0.187751063,0.1877511,0.1877511,0,4567,173,1568,0,0,0,2336,490,4567,1549,0,1549,0,0,0,0,0,3018,1118,260,858,260,0,260,858,40,404,0,0,0,361,53,0,454
239801,06037239801,370764,0,4116,28752.5,0.143152787,0.1431528,0.1431528,0,4116,743,934,186,0,0,1472,781,4116,1005,17,934,0,0,0,3,51,3111,953,382,571,382,14,368,571,74,174,12,0,0,177,134,0,390
239802,06037239802,609447,0,5767,24508.22,0.235308812,0.2353088,0.2353088,0,5767,1572,793,96,74,0,2023,1209,5767,1115,86,793,0,74,0,0,162,4652,1330,409,921,409,0,409,921,236,257,0,19,0,224,185,28,598
240010,06037240010,588434,0,3888,17113,0.227195647,0.2271957,0.2271957,0,3888,593,697,21,0,0,1688,889,3888,772,9,697,0,0,0,42,24,3116,1034,201,833,201,0,201,833,139,250,10,0,0,228,206,5,578
240020,06037240020,719816,0,5286,19019.69,0.277922523,0.2779225,0.2779225,0,5286,1391,665,62,0,32,2117,1019,5286,674,5,665,0,0,0,0,4,4612,1282,608,674,608,0,608,674,143,128,0,0,0,322,81,0,546
240200,06037240200,746814,0,6345,22004.78,0.28834651,0.2883465,0.2883465,0,6345,978,1196,58,19,0,2719,1375,6345,1266,55,1125,48,19,0,0,19,5079,1490,493,997,493,0,493,997,173,306,20,0,0,326,172,17,668
240301,06037240301,468912,0,3061,16907.12,0.181047943,0.1810479,0.1810479,0,3061,343,995,54,93,14,1228,334,3061,1258,109,995,47,93,14,0,0,1803,912,249,663,249,0,249,663,84,305,11,7,0,171,85,17,323
240302,06037240302,344616,0,2849,21411.88,0.133056987,0.133057,0.133057,0,2849,956,565,0,0,0,487,841,2849,589,6,551,0,0,0,8,24,2260,704,199,505,199,0,199,505,186,148,0,0,0,53,118,0,346
240401,06037240401,693040,0,6409,23951.33,0.267584251,0.2675843,0.2675843,0,6409,2197,1056,0,52,0,1543,1561,6409,1170,51,1007,0,52,0,6,54,5239,1579,474,1105,474,21,453,1105,245,425,0,19,0,189,227,0,661
240402,06037240402,601299,0,4276,18418.11,0.232162852,0.2321628,0.2321628,0,4276,1069,1041,200,131,0,1405,430,4276,1319,109,1041,0,131,0,0,38,2957,1133,515,618,515,46,469,618,184,257,16,37,0,63,61,0,324
240500,06037240500,812533,0,6760,21547.82,0.313720759,0.3137208,0.3137208,0,6760,1065,1391,86,18,0,2390,1810,6760,1491,0,1324,0,18,0,17,132,5269,1665,461,1204,461,0,461,1204,155,492,0,0,0,306,251,0,688
240600,06037240600,675863,0,5431,20812.24,0.260952174,0.2609522,0.2609522,0,5431,807,1239,21,3,0,2416,945,5431,1602,3,1215,0,3,0,370,11,3829,1199,313,886,313,0,313,886,104,382,0,0,0,226,174,0,504
240700,06037240700,1194497,0,6324,13712.12,0.46119789,0.4611979,0.4611979,0,6324,1754,1175,389,63,0,1808,1135,6324,1210,20,1127,0,63,0,0,0,5114,1633,801,832,801,18,783,832,271,284,16,0,0,173,88,0,570
240800,06037240800,630658,7788,4470,18357.41,0.243498425,0.2465054,0.2434984,0.003006964,4470,1302,1000,64,112,0,1343,649,4470,1047,13,889,0,89,0,0,56,3423,1077,521,556,521,0,521,556,74,270,42,0,0,87,83,0,286
240901,06037240901,344922,6256,2711,20356.65,0.133175134,0.1355906,0.1331751,0.002415455,2711,1158,161,45,24,0,1120,203,2711,161,0,161,0,0,0,0,0,2550,562,350,212,350,0,350,212,107,31,0,0,0,68,6,0,181
240902,06037240902,712715,6509,3658,13293.08,0.275180812,0.277694,0.2751808,0.002513139,3658,1191,440,252,0,0,1615,160,3658,446,6,440,0,0,0,0,0,3212,759,348,411,348,0,348,411,174,108,0,0,0,88,41,0,303
241001,06037241001,904106,2395,4641,13295.05,0.349077293,0.350002,0.3490773,0.000924715,4641,1118,1308,27,0,0,1575,613,4641,1395,11,1272,0,0,0,0,112,3246,1122,548,574,548,0,548,574,161,175,20,0,0,154,64,0,362
241002,06037241002,707342,0,3776,13826.12,0.273106285,0.2731063,0.2731063,0,3776,579,1166,29,9,10,913,1070,3776,1324,31,1160,0,9,0,0,124,2452,986,418,568,418,1,417,568,31,277,0,0,10,90,160,0,268
241110,06037241110,486637,0,3819,20325.55,0.187891604,0.1878916,0.1878916,0,3819,834,673,216,14,0,852,1230,3819,744,24,660,0,14,0,16,30,3075,831,338,493,338,0,338,493,99,168,35,0,0,87,104,0,320
241120,06037241120,663697,0,4207,16417.25,0.256254855,0.2562549,0.2562549,0,4207,1568,630,269,126,0,1000,614,4207,957,76,630,0,126,0,50,75,3250,1254,330,924,330,0,330,924,380,226,39,0,0,172,107,30,641
241201,06037241201,485898,0,3287,17520.74,0.187606275,0.1876063,0.1876063,0,3287,533,1250,0,41,0,817,646,3287,1344,25,1250,0,41,0,17,11,1943,932,528,404,528,0,528,404,59,128,0,0,0,127,90,0,276
241202,06037241202,1163232,0,5291,11780.65,0.449126405,0.4491264,0.4491264,0,5291,1554,1771,0,0,0,1354,612,5291,1898,87,1752,0,0,0,58,1,3393,1635,847,788,847,17,830,788,146,379,0,0,0,215,48,0,409
241300,06037241300,522126,0,2376,11786.07,0.201593984,0.201594,0.201594,0,2376,461,824,26,8,8,469,580,2376,978,53,824,0,8,8,0,85,1398,722,292,430,292,0,292,430,102,131,0,0,0,105,92,12,280
241400,06037241400,575556,0,3974,17882.9,0.222223423,0.2222234,0.2222234,0,3974,694,788,53,38,0,1622,779,3974,1089,60,788,3,38,0,71,129,2885,947,381,566,381,3,378,566,80,213,16,9,0,164,84,0,340
242000,06037242000,646734,0,4074,16315.23,0.249705404,0.2497054,0.2497054,0,4074,649,934,235,135,0,1431,690,4074,1182,13,934,0,135,0,21,79,2892,1167,344,823,344,0,344,823,55,426,40,0,0,226,76,0,385
242100,06037242100,459615,0,2680,15102.13,0.177458351,0.1774583,0.1774583,0,2680,1010,494,103,29,21,595,428,2680,590,1,485,0,29,21,0,54,2090,744,1,743,1,0,1,743,173,264,19,17,9,167,94,0,456
242201,06037242201,409622,0,4011,25361.04,0.158155945,0.1581559,0.1581559,0,4011,569,358,0,188,0,2068,828,4011,616,15,358,0,188,0,26,29,3395,1008,447,561,447,0,447,561,53,83,0,0,0,365,60,0,478
242202,06037242202,403612,0,2966,19032.89,0.155835471,0.1558355,0.1558355,0,2966,297,633,0,0,0,1652,384,2966,687,10,633,0,0,0,0,44,2279,758,254,504,254,0,254,504,5,228,0,0,0,203,68,0,255
242300,06037242300,630038,0,5010,20595.33,0.243259042,0.243259,0.243259,0,5010,1033,1106,176,104,0,2098,493,5010,1193,18,1106,68,1,0,0,0,3817,1292,398,894,398,0,398,894,161,347,44,0,0,289,53,0,535
242600,06037242600,475999,0,4698,25562.58,0.183784249,0.1837842,0.1837842,0,4698,685,1831,11,0,0,1763,408,4698,1850,8,1831,11,0,0,0,0,2848,1373,55,1318,55,0,55,1318,129,721,11,0,0,373,84,0,586
242700,06037242700,1015210,0,4982,12710,0.391974789,0.3919748,0.3919748,0,4982,1153,883,0,2,0,2449,495,4982,1021,160,859,0,2,0,0,0,3961,1288,759,529,759,14,745,529,74,219,0,0,0,183,53,17,304
243001,06037243001,346578,0,3444,25737.12,0.13381452,0.1338145,0.1338145,0,3444,616,382,424,0,0,1090,932,3444,456,2,382,0,0,0,0,72,2988,765,361,404,361,0,361,404,79,86,25,0,0,96,118,0,299
243002,06037243002,391782,0,2846,18814.3,0.151267882,0.1512679,0.1512679,0,2846,1018,179,168,37,0,962,482,2846,274,40,179,0,37,0,0,18,2572,582,435,147,435,11,424,147,62,0,0,0,0,81,4,14,133
243100,06037243100,586033,0,5552,24537.21,0.226268616,0.2262686,0.2262686,0,5552,818,1712,9,14,0,2219,780,5552,1987,126,1712,0,14,0,0,135,3565,1516,346,1170,346,0,346,1170,63,610,0,0,0,337,160,0,530
261102,06037261102,7952195,0,3502,1140.583,3.070359785,3.07036,3.07036,0,3502,3051,65,0,124,0,9,253,3502,3321,2994,65,0,124,0,0,138,181,1382,1269,113,1269,1085,184,113,106,0,0,7,0,0,0,106,0
261103,06037261103,2080081,0,1767,2200.159,0.803123798,0.8031238,0.8031238,0,1767,1430,99,0,117,0,20,101,1767,1658,1390,50,0,117,0,6,95,109,719,616,103,616,545,71,103,30,49,0,24,0,0,0,30,49
261104,06037261104,4460207,137188,1547,898.3241,1.722095624,1.775064,1.722096,0.05296858,1547,1215,74,0,105,0,32,121,1547,1479,1147,74,0,105,0,32,121,68,622,508,114,508,436,72,114,95,19,0,0,0,0,0,95,0
261200,06037261200,7267513,323001,3967,1413.755,2.806002576,2.930714,2.806003,0.1247114,3967,2817,63,0,396,0,88,603,3967,3532,2784,63,0,396,0,0,289,435,1606,1404,202,1404,1141,263,202,144,0,0,0,0,39,19,144,39
262100,06037262100,8744712,27033,2457,727.7084,3.376352323,3.38679,3.376352,0.0104375,2457,2217,0,0,148,0,0,92,2457,2395,2155,0,0,148,0,0,92,62,1001,895,106,895,799,96,106,97,0,0,0,0,0,9,97,0
262200,06037262200,8568505,0,4378,1323.331,3.308318417,3.308318,3.308318,0,4378,3165,192,8,488,0,93,432,4378,4131,3143,186,0,488,0,28,286,247,1697,1284,413,1284,1008,276,413,247,29,0,45,0,0,92,236,41
262301,06037262301,13055740,1359,2806,556.6522,5.04084961,5.041374,5.04085,0.000524713,2806,2064,82,16,351,0,55,238,2806,2560,1957,81,0,351,0,19,152,246,828,757,71,757,660,97,71,31,0,0,5,0,5,30,31,0
262302,06037262302,3063535,0,2839,2400.161,1.182837527,1.182837,1.182837,0,2839,2463,15,0,92,0,4,265,2839,2696,2345,15,0,92,0,0,244,143,1316,1018,298,1018,905,113,298,292,0,0,6,0,0,0,292,0
262303,06037262303,2614304,0,2749,2723.431,1.00938846,1.009388,1.009388,0,2749,2375,24,15,183,0,4,148,2749,2585,2242,24,12,183,0,0,124,164,1042,1024,18,1024,857,167,18,18,0,0,0,0,0,0,18,0
262400,06037262400,11268733,0,2900,666.5315,4.350882321,4.350883,4.350883,0,2900,2417,130,0,71,0,52,230,2900,2682,2355,130,0,71,0,40,86,218,1068,896,172,896,729,167,172,130,42,0,0,0,0,0,130,0
262501,06037262501,1635118,3278,3709,5874.968,0.631322616,0.6325883,0.6313226,0.001265643,3709,3272,21,0,243,0,2,171,3709,3661,3241,9,0,243,0,0,168,48,1328,1171,157,1171,1059,112,157,157,0,0,0,0,0,0,157,0
262601,06037262601,3620351,0,3330,2382.272,1.397825395,1.397825,1.397825,0,3330,2521,17,0,452,0,75,265,3330,3120,2358,17,0,452,0,62,231,210,1238,1120,118,1120,901,219,118,118,0,0,0,0,0,0,82,36
262604,06037262604,5670210,335774,5763,2632.372,2.189280414,2.318923,2.189281,0.1296431,5763,4699,109,0,306,2,5,642,5763,5502,4567,109,0,306,2,0,518,261,2177,1526,651,1526,1311,215,651,551,82,0,0,0,0,18,529,40
262704,06037262704,1946779,528324,3590,4776.124,0.751655606,0.9556426,0.7516556,0.203987,3590,2774,15,0,253,0,47,501,3590,3375,2721,13,0,253,0,9,379,215,1532,1029,503,1029,881,148,503,370,0,0,43,0,32,58,341,77
262706,06037262706,2303895,525442,3492,3925.629,0.88953887,1.092413,0.8895389,0.2028743,3492,3182,0,0,224,0,2,84,3492,3380,3084,0,0,224,0,0,72,112,1266,962,304,962,851,111,304,291,0,0,13,0,0,0,291,0
262802,06037262802,3327032,76803,3512,2733.98,1.284574291,1.314228,1.284574,0.02965381,3512,2857,0,0,341,0,10,304,3512,3335,2764,0,0,341,0,0,230,177,1441,1264,177,1264,995,269,177,169,0,0,0,0,0,8,159,10
264000,06037264000,1868031,0,2968,4115.073,0.721250832,0.7212508,0.7212508,0,2968,2439,0,0,236,0,56,237,2968,2791,2439,0,0,236,0,0,116,177,1211,1002,209,1002,870,132,209,152,0,0,45,0,0,12,152,0
264102,06037264102,396480,0,2814,18382.33,0.15308179,0.1530818,0.1530818,0,2814,2177,0,0,351,0,47,239,2814,2624,2088,0,0,351,0,7,178,190,1654,546,1108,546,461,85,1108,813,0,0,208,0,0,87,781,64
264103,06037264103,230523,0,2777,31200.34,0.089005432,0.08900543,0.08900543,0,2777,2129,30,0,191,0,57,370,2777,2325,1940,30,0,191,0,22,142,452,1549,434,1115,434,231,203,1115,911,0,0,67,0,29,108,843,158
264303,06037264303,216455,0,2706,32378.59,0.083573746,0.08357374,0.08357374,0,2706,2125,0,0,213,0,47,321,2706,2432,1929,0,0,213,0,19,271,274,1515,317,1198,317,306,11,1198,944,0,0,140,0,26,88,889,74
